Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,FP1_s,FP2_s,FP3_s,IsSprintWeekend,SubSession_ord,Wet
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,PIA,McLaren,Q2,89.378,9.0,32.493,28.307,28.578,4.0,SOFT,True,287.0,317.0,300.0,319.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.491,90.964,89.698,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,GAS,Alpine,Q2,89.411,10.0,32.392,28.446,28.573,3.0,SOFT,True,289.0,317.0,303.0,328.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.949,90.1,89.701,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,HUL,Haas F1 Team,Q2,89.451,11.0,32.657,28.239,28.555,3.0,SOFT,True,291.0,330.0,307.0,334.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.552,90.181,89.933,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,ZHO,Alfa Romeo,Q2,89.461,12.0,32.628,28.302,28.531,4.0,SOFT,True,289.0,321.0,303.0,330.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.986,90.837,89.917,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,MAG,Haas F1 Team,Q2,89.517,13.0,32.601,28.364,28.552,3.0,SOFT,True,289.0,328.0,302.0,332.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.566,90.82,90.131,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,BOT,Alfa Romeo,Q2,89.668,14.0,32.591,28.533,28.544,4.0,SOFT,True,287.0,320.0,303.0,328.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.97,91.052,90.317,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,VER,Red Bull Racing,Q2,109.953,15.0,39.578,38.283,32.092,2.0,SOFT,True,221.0,265.0,310.0,291.0,27.0,31.7,45.0,1010.5,1.6,0.0,89.617,89.603,88.485,0,2,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,PER,Red Bull Racing,Q3,88.265,1.0,32.139,27.982,28.144,2.0,SOFT,True,294.0,330.0,307.0,337.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.1,89.902,89.098,0,3,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,LEC,Ferrari,Q3,88.42,2.0,32.154,28.027,28.239,2.0,SOFT,True,290.0,327.0,306.0,331.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.118,90.341,89.588,0,3,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,ALO,Aston Martin,Q3,88.73,3.0,32.171,28.084,28.475,2.0,SOFT,True,291.0,318.0,297.0,325.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.315,89.811,89.483,0,3,0
