Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,SubSession_ord,Wet
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,NOR,McLaren,Q1,90.983,3.0,23.966,27.348,39.669,5.0,SOFT,True,283.0,277.0,274.0,326.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,HAD,Racing Bulls,Q1,91.162,7.0,24.234,27.268,39.66,2.0,SOFT,True,284.0,278.0,270.0,330.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,TSU,Racing Bulls,Q1,91.238,9.0,24.276,27.203,39.759,2.0,SOFT,True,284.0,278.0,272.0,331.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,RUS,Mercedes,Q1,91.295,2.0,24.187,27.368,39.74,5.0,SOFT,True,285.0,279.0,271.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,VER,Red Bull Racing,Q1,91.424,4.0,24.256,27.505,39.663,4.0,SOFT,False,284.0,277.0,269.0,335.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,ALB,Williams,Q1,91.503,10.0,24.237,27.477,39.789,2.0,SOFT,True,284.0,278.0,273.0,330.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,LEC,Ferrari,Q1,91.579,6.0,24.339,27.514,39.726,5.0,SOFT,True,286.0,280.0,274.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,PIA,McLaren,Q1,91.591,1.0,24.176,27.442,39.973,7.0,SOFT,False,282.0,276.0,268.0,330.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,SAI,Williams,Q1,91.628,15.0,24.289,27.48,39.859,2.0,SOFT,True,284.0,278.0,269.0,330.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
2025,2,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2025,ANT,Mercedes,Q1,91.676,8.0,24.179,27.69,39.807,2.0,SOFT,True,285.0,277.0,270.0,332.0,26.1,38.7,14.0,1015.1,2.3,0.0,1,0
